drugs,target_pdb_id,targets,drug_smiles
r2_gen_270199,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cnc(S(C)(=O)=O)nc3N3CC(C)=C(C)C(C)=C3C)n2)cc1
r2_gen_57396,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cnc(S(C)(=O)=O)nc3Nc3cccc(C)c3)n2)cc1
r2_gen_271584,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cnc(S(C)(=O)=O)nc3Nc3cc(C)cc(C)c3)n2)cc1
r2_gen_117711,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cnc(S(C)(=O)=O)nc3Nc3ccc(C)nc3)n2)cc1
r2_gen_161155,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCC3=C(N(C)S(C)(=O)=O)N=C4NC3=CC=C(C)C=C(C)O4)n2)cc1
r2_gen_13435,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)S(C)(=O)=O)ncc4ccccc34)n2)cc1
r2_gen_190874,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)S(C)(=O)=O)ncc4c(C)cccc34)n2)cc1
r2_gen_121804,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)S(C)(=O)=O)ncc4cc(C)c(C)cc34)n2)cc1
r2_gen_174094,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCC3=C(N(C)S(C)(=O)=O)N=Cc4ccc(C)c(C)ccc3[nH]4)n2)cc1
r2_gen_148541,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)S(C)(=O)=O)ncc4c(=O)ccccc34)n2)cc1
r2_gen_89645,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)S(C)(=O)=O)ncc(C)c3-c3ccccc3)n2)cc1
r2_gen_225304,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)S(C)(=O)=O)ncc(C)c3-c3ccc(OC)c(C)c3)n2)cc1
r2_gen_114946,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)S(C)(=O)=O)ncc(C)c3Cc3cccc(OC)c3)n2)cc1
r2_gen_58182,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)S(C)(=O)=O)ncc(C)c3C(F)(F)F)n2)cc1
r2_gen_266578,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)S(C)(=O)=O)ncc(C)c3[C@@H](C)S(C)(=O)=O)n2)cc1
r2_gen_182977,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)S(C)(=O)=O)ncc(C)c3CO)n2)cc1
r2_gen_170640,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)S(C)(=O)=O)ncc(C)c3C(=O)O)n2)cc1
r2_gen_196464,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)S(C)(=O)=O)ncc(C)c3OC)n2)cc1
r2_gen_73806,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)S(C)(=O)=O)ncc(C)c3[O+])n2)cc1
r2_gen_142426,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)S(C)(=O)=O)ncc(C)c3S(C)=O)n2)cc1
r2_gen_222841,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)S(C)(=O)=O)ncc(C)c3SS(C)=O)n2)cc1
r2_gen_15852,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)S(C)(=O)=O)ncc(C(C)C)c3C)n2)cc1
r2_gen_16717,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)S(C)(=O)=O)nc(C)n3N)n2)cc1
r2_gen_174233,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)S(C)(=O)=O)nc(C)nc3-n3cccn3)n2)cc1
r2_gen_187869,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)S(C)(=O)=O)nc(C)nc3N(Cc3ccccc3C)S(C)(=O)=O)n2)cc1
r2_gen_228330,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)S(C)(=O)=O)ncc(OC)c3C)n2)cc1
r2_gen_101669,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)S(C)(=O)=O)ncc(S(C)(=O)=O)c3N(F)C(F)F)n2)cc1
r2_gen_350,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)S(C)(=O)=O)ncnc3N(C)S(C)(=O)=O)n2)cc1
r2_gen_269337,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)S(C)(=O)=O)ncnc3N(C)S(=O)(=O)C(C)(F)F)n2)cc1
r2_gen_74018,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)S(C)(=O)=O)ncnc3N(C)S(=O)(=O)F)n2)cc1
r2_gen_155937,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)S(C)(=O)=O)ncnc3N(SC)S(C)(=O)=O)n2)cc1
r2_gen_185976,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)S(C)(=O)=O)ncnc3S(=O)(=O)C(F)F)n2)cc1
r2_gen_94302,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)S(C)(=O)=O)ncnc3S(=O)(=O)CF)n2)cc1
r2_gen_266191,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)S(C)(=O)=O)nc(N)c(C)c3C(=O)O)n2)cc1
r2_gen_47727,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)S(C)(=O)=O)nc(S(C)=O)nc3N(C)S(C)(=O)=O)n2)cc1
r2_gen_159466,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)S(C)(=O)=O)nnc(C)c3CO)n2)cc1
r2_gen_288803,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)S(C)(=O)=O)nnc(C)c3OC)n2)cc1
r2_gen_49408,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)S(C)(=O)=O)sc(C)c3N(C)C)n2)cc1
r2_gen_183736,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cnc(S)c(S(C)=O)c3)n2)cc1
r2_gen_21317,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)S(F)(F)F)cccc3S(C)(=O)=O)n2)cc1
r2_gen_177965,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)S(F)(F)F)cc(C)nc3N(C)C)n2)cc1
r2_gen_172522,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)S(F)(F)F)cc(C)nc3N(C)S(C)(=O)=O)n2)cc1
r2_gen_62441,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)S(F)(F)F)ncc(C)c3S(C)(=O)=O)n2)cc1
r2_gen_20007,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)S(F)(F)F)ncnc3N(C)S(C)(=O)=O)n2)cc1
r2_gen_179516,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)[SH](C)c4ccccc4)ccc(C)c3N(C)S(C)(=O)=O)n2)cc1
r2_gen_134847,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)[SH](C)C)ccc(C)c3N(C)S(C)(=O)=O)n2)cc1
r2_gen_130878,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cnc([SH](C)C)cn3)n2)cc1
r2_gen_40258,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cnc([SH](C)(C)=O)cc3N(C(F)F)S(C)(=O)=O)n2)cc1
r2_gen_279139,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)[SH](C)(C)=O)cc(C)c4ccccc34)n2)cc1
r2_gen_269331,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCC3=C(N(C)[SH](C)(C)=O)C=C(C)CC3(C)C)n2)cc1
r2_gen_41446,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)[SH](C)(C)=O)ccc(C)c3C(C)(O)S(C)(=O)=O)n2)cc1
r2_gen_69985,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCC3=C(N(C)[SH](C)(C)=O)C=C(C)C(N)C3)n2)cc1
r2_gen_129358,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)[SH](C)(C)=O)ccc(O)c3N(C)S(C)(=O)=O)n2)cc1
r2_gen_149016,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)[SH](C)(C)=O)ccnc3SC)n2)cc1
r2_gen_73061,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)[SH](C)(C)=O)cc(=O)nc4ccccc34)n2)cc1
r2_gen_121212,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCC3=C(N(C)[SH](C)(C)=O)C(N)=C3)n2)cc1
r2_gen_192706,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCC3=C(N(C)[SH](C)(C)=O)C(=O)C(C)=C(C)C3)n2)cc1
r2_gen_193700,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCC3=C(N(C)[SH](C)(C)=O)C(=O)C=C(N)C3(C)C)n2)cc1
r2_gen_253511,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCC3=C(N(C)[SH](C)(C)=O)CS(=O)(=O)CC3)n2)cc1
r2_gen_64408,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCC3=C(N(C)[SH](C)(C)=O)N=Cc4ccccccc3[nH]4)n2)cc1
r2_gen_242215,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)[SH](C)(C)=O)ncc(NS(C)(=O)=O)c3C)n2)cc1
r2_gen_51474,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)[SH](C)(C)=O)ncc(O)c3S(C)(=O)=O)n2)cc1
r2_gen_102478,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)[SH](C)(C)=O)ncnc3N(C)[SH](C)(C)=O)n2)cc1
r2_gen_118037,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)[SH](C)(=O)C(F)F)cccc3S(C)(=O)=O)n2)cc1
r2_gen_196488,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)[SH](C)(=O)C(F)F)ccnc3S(C)(=O)=O)n2)cc1
r2_gen_168873,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cnc([SH](C)(=O)F)nc3Nc3cccc(C)c3)n2)cc1
r2_gen_67301,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)[SH](F)F)cccc3S(C)(=O)=O)n2)cc1
r2_gen_277610,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)[SH](F)F)ccc(C)c3N(C)S(C)(=O)=O)n2)cc1
r2_gen_257316,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)[SH](=O)(F)CF)cccc3S(C)(=O)=O)n2)cc1
r2_gen_163633,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cnc(S)nc3N(c3ccc(C)cc3)S(C)(=O)=O)n2)cc1
r2_gen_71639,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)S)nc(S(C)=O)nc3N(C)S(C)(=O)=O)n2)cc1
r2_gen_64239,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)S)noc3C)n2)cc1
r2_gen_278443,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)S(=O)c4ccccc4)ccc(C)c3N(C)S(C)(=O)=O)n2)cc1
r2_gen_28686,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)S(=O)c4ccccc4)cc(C)nc3N(C)C)n2)cc1
r2_gen_99662,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)S(=O)(=C(C)C)C(F)F)cccc3S(C)(=O)=O)n2)cc1
r2_gen_148754,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)S(=O)(F)(F)c4ccccc4)ccc(C)c3NS(C)(=O)=O)n2)cc1
r2_gen_209014,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)S(=O)(=O)c4cccc(S(C)(=O)=O)c4)cccc3S(C)(=O)=O)n2)cc1
r2_gen_151924,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)S(=O)(=O)c4cccnc4)cccc3S(C)(=O)=O)n2)cc1
r2_gen_265651,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)S(=O)O)cccc3S(C)(=O)=O)n2)cc1
r2_gen_155947,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)S(=O)(=O)C(C)(F)F)ncc(C)c3N(C)S(C)(=O)=O)n2)cc1
r2_gen_295234,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cnc(S(=O)(=O)C(C)S(C)(=O)=O)cn3)n2)cc1
r2_gen_289428,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)S(=O)(=O)CF)cc(C)nc3S)n2)cc1
r2_gen_140890,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)S(=O)(=O)C(F)F)cccc3S(C)(=O)=O)n2)cc1
r2_gen_172993,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)S(=O)(=O)C(F)(F)F)cc(C)nc3N(C)C(F)F)n2)cc1
r2_gen_257216,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)S(=O)(=O)CF)ncc(C)c3C)n2)cc1
r2_gen_102418,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)S(=O)(=O)F)cccc3S(C)(=O)=O)n2)cc1
r2_gen_182498,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)S(=O)(=O)F)ccnc3N(C)C(C)=O)n2)cc1
r2_gen_92479,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cnc(S(=O)O)nc3Nc3ccccc3C)n2)cc1
r2_gen_113153,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)S(=O)O)ncnc3N(C)S(C)(=O)=O)n2)cc1
r2_gen_15947,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cnc(S(=O)(=O)N(C)S(C)(=O)=O)c(C)c3)n2)cc1
r2_gen_15205,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)S(=O)(=O)S)cccc3S(C)(=O)=O)n2)cc1
r2_gen_240442,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cnc(S(=O)(=O)SC)c(NS(C)(=O)=O)n3)n2)cc1
r2_gen_193799,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C)S(=O)S)ccc(C)c3N(C)S(C)(=O)=O)n2)cc1
r2_gen_45819,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(NF)cccc3N(C)S(C)(=O)=O)n2)cc1
r2_gen_233785,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(NF)ccc(C)c3NC)n2)cc1
r2_gen_196941,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(NF)ccc(C)c3N)n2)cc1
r2_gen_213159,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(F)C(F)F)cccc3S(C)(=O)=O)n2)cc1
r2_gen_24619,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c[nH]nc3C)n2)cc1
r2_gen_204605,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cn(I)c(C)cc3=O)n2)cc1
r2_gen_156201,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(NNc4ccc(C)c(C)c4)ncnc3N(C)S(C)(=O)=O)n2)cc1
r2_gen_233468,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cnncc3Nc3cccc(N(C)S(C)(=O)=O)c3)n2)cc1
r2_gen_182009,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cnn(C)c3N(C)Cc3ncccc3C)n2)cc1
r2_gen_102867,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cnn(C)c3N(C)C(=O)F)n2)cc1
r2_gen_160827,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cnn(C)c3NC(F)F)n2)cc1
r2_gen_117125,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cnn(C)c3N(SC)C(C)=O)n2)cc1
r2_gen_161474,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N)ncc(C)c3C(C)C)n2)cc1
r2_gen_143886,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N)nc(C)c(C)cc3=N)n2)cc1
r2_gen_151602,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N)nc(C(F)F)nc3N[SH](C)(C)=O)n2)cc1
r2_gen_72399,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N)nc(C)nc3N(C)Cl)n2)cc1
r2_gen_95046,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N)ncnc3Br)n2)cc1
r2_gen_128765,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N)ncnc3N(C)S(=O)(=O)F)n2)cc1
r2_gen_174869,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N)nc(N(C)C)nc3N(C)[SH](C)(C)=O)n2)cc1
r2_gen_32967,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cnnc(N(C)[SH](C)(=O)F)c3)n2)cc1
r2_gen_252153,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N)nc(S(C)=O)nc3N(S(C)(=O)=O)S(C)(=O)=O)n2)cc1
r2_gen_292323,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(NN(C)S(C)(=O)=O)nc(C)nc3NS(C)(=O)=O)n2)cc1
r2_gen_42532,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cnn(N(C)CS)c3)n2)cc1
r2_gen_124304,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N)nnc(N(C)S(C)(=O)=O)c3N(C)S(C)(=O)=O)n2)cc1
r2_gen_133915,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cnn(N(C)S(C)(=O)=O)c3N)n2)cc1
r2_gen_35487,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(NNS(C)(=O)=O)ncnc3N(C)S(C)(=O)=O)n2)cc1
r2_gen_139928,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c[n+]([O-])ccc3N(C)S(C)(=O)=O)n2)cc1
r2_gen_82247,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(NO)cccc3S(C)(=O)=O)n2)cc1
r2_gen_219334,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(NOC)cccc3N(C)S(C)(=O)=O)n2)cc1
r2_gen_279941,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N=O)cc(N(C)S(C)(=O)=O)nc3N(C)S(C)(=O)=O)n2)cc1
r2_gen_253527,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c([N+](=O)[O-])cc(C)nc3N(C)S(C)(=O)=O)n2)cc1
r2_gen_30038,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(NOS(C)(=O)=O)ccc(C)nc3=O)n2)cc1
r2_gen_162138,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(P)c4ccccc4C)nc(C)nc3N(C)[SH](C)(C)=O)n2)cc1
r2_gen_291868,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N=S)cccc3N(C)C)n2)cc1
r2_gen_48591,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N=S)cccc3N(C)S(C)(=O)=O)n2)cc1
r2_gen_259554,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(NS)ccc(C)c3CO)n2)cc1
r2_gen_59864,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N=S)ccc(C)c3F)n2)cc1
r2_gen_260193,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(NS)ccc(C)c3I)n2)cc1
r2_gen_272774,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N=S)c(C)cc(C)c3S(C)(=O)=O)n2)cc1
r2_gen_196411,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(NS(C)(C)C)ccnc3C)n2)cc1
r2_gen_116650,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(NS(C)(C)C)ncc(C)c3C)n2)cc1
r2_gen_36527,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(NS)ccc(=O)c(C)c3C)n2)cc1
r2_gen_13952,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(SC)C(F)F)cccc3S(C)(=O)=O)n2)cc1
r2_gen_10583,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(SC)C(F)F)cc(C)cc3N(C)S(C)(=O)=O)n2)cc1
r2_gen_40467,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(SC)C(F)F)cc(C)nc3C)n2)cc1
r2_gen_34008,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(SC)C(F)F)ccnc3C)n2)cc1
r2_gen_105974,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N[S+](C)(C)=O)ccc(C)c3Cl)n2)cc1
r2_gen_181917,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCC3=C(N(S)C(F)F)c4ccccccccc43)n2)cc1
r2_gen_83458,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(S)C(F)F)cccc3S(C)(=O)=O)n2)cc1
r2_gen_296360,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(NSCl)cccc3N(C)S(C)(=O)=O)n2)cc1
r2_gen_265262,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(NSC)nc(C)nc3Nc3ccc(C)cc3C)n2)cc1
r2_gen_82493,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(NS(C)=O)cccc3-c3ccccc3)n2)cc1
r2_gen_69570,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(NS(C)=O)cccc3N(C)C)n2)cc1
r2_gen_139066,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(NS(C)=O)cccc3N(C(F)F)S(C)(=O)=O)n2)cc1
r2_gen_69890,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cn(S(C)(=O)=O)c4cccc(N(C)S(C)(=O)=O)c34)n2)cc1
r2_gen_271744,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(NS(C)(=O)=O)ccc4c3C=CC(c3ncccc3C)C4)n2)cc1
r2_gen_53630,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(NS(C)(=O)=O)cccc3-n3cccn3)n2)cc1
r2_gen_104466,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(NS(C)(=O)=O)cccc3S(=O)(=O)Cc3cncc(C)c3)n2)cc1
r2_gen_58530,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(NS(C)(=O)=O)ccc(C)c3C(=O)C(C)(C)C)n2)cc1
r2_gen_280069,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(NS(C)(=O)=O)ccc(C)c3Nc3ccccc3)n2)cc1
r2_gen_265706,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(NS(C)(=O)=O)cc(C)cc3P(C)(=O)O)n2)cc1
r2_gen_202532,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(NS(C)(=O)=O)cc(C)c(C)c3N(C(F)F)S(C)(=O)=O)n2)cc1
r2_gen_144947,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(NS(C)(=O)=O)ccc(N(C)S(C)(=O)=O)c3[O])n2)cc1
r2_gen_20744,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(NS(C)(=O)=O)ccc(O)c3C)n2)cc1
r2_gen_18431,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(NS(C)(=O)=O)ccc(O)c3NC)n2)cc1
